'АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ "ЦЕНТР ТОВАРИЩЕСТВ СОБСТВЕННИКОВ ЖИЛЬЯ"'|'АНО "ЦЕНТР ТСЖ"'|'432001, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г УЛЬЯНОВСК, ПЕР РОБЕСПЬЕРА, д. Д. 2/79'|'Ульяновская обл, г. Ульяновск, пер. Робеспьера, д. 2/79'|'7325045705'|''
'ПОТРЕБИТЕЛЬСКОЕ  ОБЩЕСТВО ЖИЛИЩНО - СТРОИТЕЛЬНЫЙ  КООПЕРАТИВ  "НОВЫЙ "'|'ЖСК "НОВЫЙ "'|'432054, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА ЕФРЕМОВА, д. 127, к. ---------------------------, кв. ----------------------------'|'Ульяновская обл, г. Ульяновск, ул. Ефремова, д. 127'|'7327014950'|''
'ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ  КООПЕРАТИВ  "ОРИОН"'|'ЖСК "ОРИОН"'|'432073, Ульяновская область, Г. УЛЬЯНОВСК, УЛ. ШОЛМОВА, д. Д.37/4, к. -----------------, кв. ---------------'|'Ульяновская обл, г. Ульяновск, ул. Шолмова, д. 37/4'|'7327016555'|''
'ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ОТРАДНЫЙ"'|'ЖСК "ОТРАДНЫЙ"'|'432066, Ульяновская область, Г. УЛЬЯНОВСК, УЛ. РЯБИКОВА, д. Д.77, к. ---------, кв. ---------'|'Ульяновская обл, г. Ульяновск, ул. Рябикова, д. 77/48, корп. 1'|'7327014276'|''
'ПОТРЕБИТЕЛЬСКИЙ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ПАРУС"'|'ЖСК "ПАРУС "'|'432029, Ульяновская обл, г Ульяновск, ул Корунковой, д. 7'|'Ульяновская обл, г. Ульяновск, ул. Корунковой, д. 7'|'7327017975'|''
'ЖИЛИЩНО - СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ПАТРИОТ"'|'ЖСК "ПАТРИОТ"'|'432073, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА КАМЫШИНСКАЯ, д. 16'|'Ульяновская обл, г. Ульяновск, ул. Камышинская, д. 16, корп. 1'|'7327014237'|''
'ПОТРЕБИТЕЛЬСКИЙ  ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ПЕРВОМАЙСКИЙ"'|'ЖСК " ПЕРВОМАЙСКИЙ"'|'432045, ОБЛ УЛЬЯНОВСКАЯ, Г УЛЬЯНОВСК, УЛ ЕФРЕМОВА, д. 51'|'Ульяновская обл, г. Ульяновск, ул. Ефремова, д. 51'|'7327015752'|''
'ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ " ПЕРСПЕКТИВНЫЙ"'|'ЖСК " ПЕРСПЕКТИВНЫЙ"'|'432073, Ульяновская обл, р-н Засвияжский, г Ульяновск, ул Отрадная, д. 2'|'Ульяновская обл, г. Ульяновск, ул. Отрадная, д. 2'|'7327014269'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ПЕТРОВ ОВРАГ"'|'ЖСК "ПЕТРОВ ОВРАГ"'|'432059, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА БАРИ ТАРХАНОВА, д. 1'|'Ульяновская обл, г. Ульяновск, ул. Бари Тарханова, д. 1'|'7328015635'|''
'ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ЖИЛИЩНО - СТРОИТЕЛЬНЫЙ КООПЕРАТИВ " ПОЛЯРНИК"'|'ЖСК "ПОЛЯРНИК"'|'432045, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г. УЛЬЯНОВСК, УЛ. ЕФРЕМОВА, д. Д.67, к. ------------------, кв. ----------------'|'Ульяновская обл, г. Ульяновск, ул. Ефремова, д. 67'|'7327014340'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ПРИБОРОСТРОИТЕЛЬ"'|'ЖСК "ПРИБОРОСТРОИТЕЛЬ"'|'432063, ОБЛ УЛЬЯНОВСКАЯ, Г УЛЬЯНОВСК, УЛ КАРЛА ЛИБКНЕХТА, д. 16, кв. 16'|'Ульяновская обл, г. Ульяновск, ул. Карла Либкнехта, д. 16'|'7325901089'|''
'ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "РАКЕТА"'|'ЖСК "РАКЕТА"'|'432034, Ульяновская обл, г Ульяновск, ул Терешковой, д. 8'|'Ульяновская обл, г. Ульяновск, ул. Терешковой, д. 8'|'7327014332'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "РОМАШКА"'|'ЖСК "Ромашка"'|'432044, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г. УЛЬЯНОВСК, УЛ. КОЛЬЦЕВАЯ, д. Д.28'|'Ульяновская обл, г. Ульяновск, ул. Кольцевая, д. 28'|'7326007533'|''
'ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ " РУСЛАН "'|'ЖСК " РУСЛАН "'|'432029, ОБЛ УЛЬЯНОВСКАЯ, Г УЛЬЯНОВСК, УЛ ШОЛМОВА, д. 19, к. 2'|'Ульяновская обл, г. Ульяновск, ул. Шолмова, д. 19/2'|'7327014607'|''
'ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "САМАРА"'|'ЖСК "САМАРА"'|'432029, ОБЛАСТЬ УЛЬЯНОВСКАЯ, Г. УЛЬЯНОВСК, УЛ. КАМЫШИНСКАЯ, д. Д.15, к. ----------, кв. -----------'|'Ульяновская обл, г. Ульяновск, ул. Камышинская, д. 15, корп. 1'|'7327014861'|''
'ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "СВЕТЛЫЙ"'|'ЖСК "СВЕТЛЫЙ"'|'432029, Ульяновская обл, г Ульяновск, ул Корунковой, д. 14'|'Ульяновская обл, г. Ульяновск, ул. Корунковой, д. 14'|'7327014660'|''
'ПОТРЕБИТЕЛЬСКИЙ  ЖИЛИЩНО - СТРОИТЕЛЬНЫЙ  КООПЕРАТИВ  "СВИЯГА "'|'ЖСК "СВИЯГА "'|'432049, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА АРТЕМА, д. 24, к. -----------------------, кв. -----------------------'|'Ульяновская обл, г. Ульяновск, ул. Артема, д. 24'|'7327014406'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "СВОБОДЫ"'|'ЖСК "СВОБОДЫ"'|'432063, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА СВОБОДЫ, д. ДОМ 30'|'Ульяновская обл, г. Ульяновск, ул. Свободы, д. 30'|'7326056587'|''
'ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ЖИЛИЩНО - СТРОИТЕЛЬНЫЙ КООПЕРАТИВ  "СЕВЕРНОЕ СИЯНИЕ"'|'ЖСК "СЕВЕРНОЕ СИЯНИЕ"'|'432045, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г. УЛЬЯНОВСК, УЛ. ОТРАДНАЯ, д. Д.84, к. ------------------, кв. --------------------'|'Ульяновская обл, г. Ульяновск, ул. Отрадная, д. 84'|'7327014692'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ  ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ " СЕВЕРЯНИН"'|'ЖСК " СЕВЕРЯНИН"'|'432049, Ульяновская обл, г Ульяновск, ул Аблукова, д. 95'|'Ульяновская обл, г. Ульяновск, ул. Аблукова, д. 95'|'7327014452'|''
'ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "СИМБИРСКИЙ"'|'ЖСК "СИМБИРСКИЙ"'|'432029, Ульяновская обл, г Ульяновск, ул Корунковой, д. 12'|'Ульяновская обл, г. Ульяновск, ул. Корунковой, д. 12'|'7327014646'|''
'ПОТРЕБИТЕЛЬСКОЕ  ОБЩЕСТВО  ЖИЛИЩНО - СТРОИТЕЛЬНЫЙ КООПЕРАТИВ  "СОЮЗ"'|'ЖСК "СОЮЗ "'|'432045, ОБЛАСТЬ УЛЬЯНОВСКАЯ, Г. УЛЬЯНОВСК, УЛ. КУЗОВАТОВСКАЯ, д. Д.21, к. -----------------, кв. -----------------'|'Ульяновская обл, г. Ульяновск, ул. Кузоватовская, д. 21'|'7327017573'|''
'ПОТРЕБИТЕЛЬСКИЙ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "СПАРТАК"'|'ЖСК "СПАРТАК"'|'432054, ОБЛАСТЬ УЛЬЯНОВСКАЯ, Г. УЛЬЯНОВСК, УЛ. КАМЫШИНСКАЯ, д. Д.61'|'Ульяновская обл, г. Ульяновск, ул. Камышинская, д. 61'|'7327014830'|''
'ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "СТАНКОСТРОЙ"'|'ЖСК "СТАНКОСТРОЙ"'|'432042, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г. УЛЬЯНОВСК, УЛ. ЕФРЕМОВА, д. Д.13'|'Ульяновская обл, г. Ульяновск, ул. Ефремова, д. 13'|'7327014290'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "УЛЬЯНОВЕЦ"'|'ЖСК "УЛЬЯНОВЕЦ"'|'432028, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г. УЛЬЯНОВСК, УЛ. ОКТЯБРЬСКАЯ, д. Д.47'|'Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 47'|'7327015230'|''
'ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ  ЖИЛИЩНО -   СТРОИТЕЛЬНЫЙ  КООПЕРАТИВ  "ЧАЙКА "'|'ЖСК "ЧАЙКА"'|'432028, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г УЛЬЯНОВСК, ПРОЕЗД ПОЛБИНА, д. Д. 28, кв. КВ. 6'|'Ульяновская обл, г. Ульяновск, проезд. Полбина, д. 28'|'7327014205'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ЧЕРЕМУХА"'|'ЖСК " ЧЕРЕМУХА"'|'432045, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА ПРОМЫШЛЕННАЯ, д. 42'|'Ульяновская обл, г. Ульяновск, ул. Промышленная, д. 42'|'7327015819'|''
'ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ " ЭКСПЕРИМЕНТ"'|'ЖСК " ЭКСПЕРИМЕНТ"'|'432049, Ульяновская обл, р-н Засвияжский, г Ульяновск, ул Пушкарева, д. 72/45'|'Ульяновская обл, г. Ульяновск, ул. Пушкарева'|'7327014815'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ЭЛЕКТРОМАШ"'|'ЖСК "ЭЛЕКТРОМАШ"'|'432072, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, БУЛЬВАР НОВОСОНДЕЦКИЙ, д. 18, кв. 148'|'Ульяновская обл, г. Ульяновск, б-р. Пензенский, д. 15'|'7328014896'|''
'ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ЮНОСТЬ"'|'ЖСК "ЮНОСТЬ"'|'432032, Ульяновская обл, г Ульяновск, ул Полбина, д. 63'|'Ульяновская обл, г. Ульяновск, ул. Полбина, д. 63'|'7327015216'|''
'ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ "ЯНТАРЬ"'|'ЖСК "ЯНТАРЬ"'|'432054, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА КАМЫШИНСКАЯ, д. 48, к. -----------------------, кв. ----------------------'|'Ульяновская обл, г. Ульяновск, ул. Камышинская, д. 48'|'7327014942'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТСЖ ЛЕВОБЕРЕЖНОЕ"'|'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ТСЖ ЛЕВОБЕРЕЖНОЕ"'|'432064, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г УЛЬЯНОВСК, ПР-КТ ГЕНЕРАЛА ТЮЛЕНЕВА, д. Д. 20'|'Ульяновская обл, г. Ульяновск, пр-кт. Генерала Тюленева, д. 20'|'7328057603'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "УК ЗЕЛЁНЫЙ ДВОР"'|'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "УК ЗЕЛЁНЫЙ ДВОР"'|'432046, Ульяновская область, Г УЛЬЯНОВСК, УЛ САДОВАЯ, д. Д. 2, кв. ПОМЕЩ. 1 ОФИС 17А'|'Ульяновская обл, г. Ульяновск, ул. Садовая, д. 2'|'7328110110'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АЛМАЗ ПЛЮС"'|'ООО"АЛМАЗ плюс"'|'432054, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, УЛИЦА ЕФРЕМОВА, д. ДОМ 99, кв. ПОМЕЩЕНИЕ 21'|'Ульяновская обл, г. Ульяновск, ул. Ефремова, д. 99'|'7325117526'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "АЛЬБИОН"'|'ООО "Альбион"'|'432071, ОБЛ УЛЬЯНОВСКАЯ, Г УЛЬЯНОВСК, УЛ ФЕДЕРАЦИИ, д. ДОМ 5/10'|'Ульяновская обл, г. Ульяновск, ул. Федерации, д. 5/10'|'7325142723'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ " АМЕТИСТ"'|'ООО "АМЕТИСТ"'|'432073, ОБЛ УЛЬЯНОВСКАЯ, Г УЛЬЯНОВСК, УЛ ОТРАДНАЯ, д. ДОМ 8А'|'Ульяновская обл, г. Ульяновск, ул. Ефремова, д. 99'|'7327078103'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ВОЛЖСКИЕ КВАРТАЛЫ"'|'ООО "ВОЛЖСКИЕ КВАРТАЛЫ"'|'432054, ОБЛ. УЛЬЯНОВСКАЯ, Г. Ульяновск, УЛ. ЕФРЕМОВА, д. Д. 99, кв. ПОМЕЩ. 33'|'Ульяновская обл, г. Ульяновск, ул. Ефремова, д. 99'|'7328095278'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГЕСТИЯ"'|'ООО "ГЕСТИЯ"'|'432012, ОБЛ. УЛЬЯНОВСКАЯ, Г. Ульяновск, УЛ. ШКОЛЬНАЯ, д. Д. 3, кв. ПОМЕЩ. 2'|'Ульяновская обл, г. Ульяновск, ул. Школьная, д. 3'|'7300002298'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГК "РЭС"'|'ООО  "ГК "РЭС"'|'432072, ОБЛАСТЬ УЛЬЯНОВСКАЯ, ГОРОД УЛЬЯНОВСК, БУЛЬВАР ФЕСТИВАЛЬНЫЙ, д. ДОМ 5, кв. ОФИС 41'|'Ульяновская обл, г. Ульяновск, б-р. Фестивальный, д. 5'|'7328095550'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ГУК ЗАВОЛЖСКОГО РАЙОНА"'|'ООО "ГУК ЗАВОЛЖСКОГО РАЙОНА"'|'432046, Ульяновская область, Г УЛЬЯНОВСК, УЛ САДОВАЯ, д. Д. 2, кв. ОФИС 18'|'Ульяновская обл, г. Ульяновск, ул. 40-летия Октября, д. 25'|'7328093665'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДЕЛФИ"'|'ООО "ДЕЛФИ"'|'432030, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г УЛЬЯНОВСК, УЛ ИППОДРОМНАЯ, д. Д. 4Б, кв. ПОМЕЩ. 14'|'Ульяновская обл, г. Ульяновск, ул. Ипподромная, д. 4Б'|'7306041470'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДОБРОСТИЛЬ"'|'ООО "ДОБРОСТИЛЬ"'|'432057, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г УЛЬЯНОВСК, УЛ ОРЕНБУРГСКАЯ, д. Д. 1В, кв. ОФИС 216'|'Ульяновская обл, г. Ульяновск, ул. Оренбургская, д. 1В'|'7328104885'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДОМАШНИЙ МАСТЕР"'|'ООО "ДОМАШНИЙ МАСТЕР"'|'432006, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г. УЛЬЯНОВСК, УЛ. НАГОРНАЯ, д. Д. 1, кв. ОФИС 5'|'Ульяновская обл, г. Ульяновск, ул. Нагорная, д. 1'|'7321009368'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДОМ-СТРОЙ"'|'ООО "ДОМ-СТРОЙ"'|'432072, Ульяновская область, Г УЛЬЯНОВСК, ПР-КТ УЛЬЯНОВСКИЙ, д. Д. 4, кв. КВ. 32'|'Ульяновская обл, г. Ульяновск, ул. Пушкинская, д. 15А'|'7300016540'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ"КВАДРАТОВ"'|'ООО "КВАДРАТОВ"'|'432001, Ульяновская область, Г УЛЬЯНОВСК, УЛ ВОРОБЬЕВА, д. Д. 77, кв. ОФИС 6'|'Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 77'|'7325165689'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СЕРВИСНАЯ КОМПАНИЯ ПО ОБСЛУЖИВАНИЮ МНОГОКВАРТИРНЫХ ЖИЛЫХ ДОМОВ КПД-2"'|'ООО "КПД-2 ЖИЛСЕРВИС"'|'432000, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г УЛЬЯНОВСК, УЛ МИНАЕВА, д. Д. 48А, кв. ПОМЕЩ. 6-9'|'Ульяновская обл, г. Ульяновск, ул. Минаева, д. 48А'|'7325090747'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МЕТРОПОЛИС"'|'ООО "МЕТРОПОЛИС"'|'432048, УЛЬЯНОВСКАЯ ОБЛАСТЬ, Г УЛЬЯНОВСК, УЛ ЖЕЛЕЗНОДОРОЖНАЯ, д. ДВЛД. 34А, кв. ЭТАЖ 2, ОФИС 4'|'Ульяновская обл, г. Ульяновск, ул. Железнодорожная, д. 34А'|'7300020924'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "МН СЕРВИС"'|'ООО "МН СЕРВИС"'|'432001, Ульяновская область, Г УЛЬЯНОВСК, УЛ ВОРОБЬЕВА, д. Д. 77, кв. ОФИС 6'|'Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 77'|'7325153034'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НАРОДНАЯ КОМПАНИЯ КОМПЛЕКС СЕРВИС"'|'ООО "НАРОДНАЯ КОМПАНИЯ КОМПЛЕКС СЕРВИС"'|'432072, ОБЛАСТЬ УЛЬЯНОВСКАЯ, Г. УЛЬЯНОВСК, ПР-Д ИНЖЕНЕРНЫЙ 28-Й, д. Д. 3'|'Ульяновская обл, г. Ульяновск, б-р. Фестивальный, д. 12'|'7328090424'|''
'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "НС-ТЕК"'|'ООО "НС-ТЕК"'|'433324, УЛЬЯНОВСКАЯ ОБЛАСТЬ, С ЛУГОВОЕ, УЛ 1-Я ПРОСЕЛОЧНАЯ, д. Д. 20'|'Ульяновская обл, г. Ульяновск, с. Луговое, ул. 1-я Проселочная, д. 20'|'7321009262'|''
